img_id; img_path                                                                     ; pred_bboxes                                                                                                                                                                                  ; target_bboxes                                                                                                                             ; ious                                                           ; prompts
   466; grasp_vlm_dataset/top_bar5_jpg.rf.488f48c0342965eaa41fb7fad34b048b.jpg       ; {'hand': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                               ; {'handle': {'x_1': 0.356, 'y_1': 0.489, 'x_2': 0.621, 'y_2': 0.5645}}                                                                     ; {'hand': 0.0}                                                  ; [['Best placement for the entire hand on the top drawer with a horizontal bar handle']]
   467; grasp_vlm_dataset/wrench_14_jpg.rf.bbc560ccb7a44fc10830e08331cbea88.jpg      ; {'hand': [0.08421321105957032, 0.4173752746582031, 0.29215316772460936, 0.5975177612304687]}                                                                                                 ; {'handle': {'x_1': 0.58, 'y_1': 0.395, 'x_2': 0.939, 'y_2': 0.474}}                                                                       ; {'hand': 0.0}                                                  ; [['Best placement for the entire hand on the wrench']]
   468; grasp_vlm_dataset/syringe12_jpg.rf.6fb11e9c7415692bae01bf7095e9da13.jpg      ; {'index': [0.15547206115722656, 0.36426336669921877, 0.8375977783203125, 0.6814016723632812], 'thumb': [0.15547206115722656, 0.36426336669921877, 0.8375977783203125, 0.6814016723632812]}   ; {'thumb': {'x_1': 0.16, 'y_1': 0.6, 'x_2': 0.189, 'y_2': 0.672}, 'index': {'x_1': 0.316, 'y_1': 0.511, 'x_2': 0.372, 'y_2': 0.6215}}      ; {'index': 0.028604685686679145, 'thumb': 0.009652001246571765} ; [['Best placement for the index finger on the syringe'], ['Best placement for the thumb finger on the syringe']]
   469; grasp_vlm_dataset/screwdriver_11_jpg.rf.b0def1700259675692434abe96a8ac0a.jpg ; {'hand': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                               ; {'handle': {'x_1': 0.278, 'y_1': 0.134, 'x_2': 0.491, 'y_2': 0.5685}}                                                                     ; {'hand': 0.0}                                                  ; [['Best placement for the entire hand on the screwdriver']]
   470; grasp_vlm_dataset/hammer_17_jpg.rf.1dc3720d4e2baf75f5072140c15724e2.jpg      ; {'hand': [0.07600383758544922, 0.19145588684082032, 0.8116426391601562, 0.8162039184570312]}                                                                                                 ; {'handle': {'x_1': 0.518, 'y_1': 0.439, 'x_2': 0.91, 'y_2': 0.623}}                                                                       ; {'hand': 0.11310813452767256}                                  ; [['Best placement for the entire hand on the hammer']]
   471; grasp_vlm_dataset/saw_19_jpg.rf.63bc2b9088cd9d018d99970beb8651fa.jpg         ; {'index': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                              ; {'index': {'x_1': 0.611, 'y_1': 0.113, 'x_2': 0.669, 'y_2': 0.127}}                                                                       ; {'index': 0.0}                                                 ; [['Best placement for the index finger on the circular saw']]
   472; grasp_vlm_dataset/screwdriver_9_jpg.rf.fb53fe4da81f21e9a605031f22390d3b.jpg  ; {'hand': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                               ; {'handle': {'x_1': 0.356, 'y_1': 0.087, 'x_2': 0.53, 'y_2': 0.573}}                                                                       ; {'hand': 0.0}                                                  ; [['Best placement for the entire hand on the screwdriver']]
   473; grasp_vlm_dataset/hammer_2_jpg.rf.19dae5843d760bfc9da8ea28c9e99a30.jpg       ; {'hand': [0.16355917358398436, 0.2745556945800781, 0.9114681396484375, 0.659349853515625]}                                                                                                   ; {'handle': {'x_1': 0.03, 'y_1': 0.411, 'x_2': 0.7325, 'y_2': 0.6725}}                                                                     ; {'hand': 0.42791357915825917}                                  ; [['Best placement for the entire hand on the hammer']]
   474; grasp_vlm_dataset/hammer_5_jpg.rf.6e5ffb0f2fbccc3e9bee03e7e2d39413.jpg       ; {'hand': [0.3291773376464844, 0.11410298919677735, 0.9566143188476562, 0.8610103759765625]}                                                                                                  ; {'handle': {'x_1': 0.424, 'y_1': 0.536, 'x_2': 0.597, 'y_2': 0.9315}}                                                                     ; {'hand': 0.11693646137040889}                                  ; [['Best placement for the entire hand on the hammer']]
   475; grasp_vlm_dataset/can_opener20_jpg.rf.3e6c9bfb06aee18e914e980cb5daafae.jpg   ; {'left': [0.4867539367675781, 0.08885862731933594, 0.5787232666015625, 0.7858217163085938], 'right': [0.38999655151367185, 0.12329954528808594, 0.4625010681152344, 0.4734119567871094]}     ; {'left': {'x_1': 0.352, 'y_1': 0.431, 'x_2': 0.489, 'y_2': 0.9275}, 'right': {'x_1': 0.391, 'y_1': 0.092, 'x_2': 0.561, 'y_2': 0.4575}}   ; {'left': 0.006068650344688654, 'right': 0.37557641494066035}   ; [['Best placement near the green star for the entire left hand on the can opener'], ['Best placement for the entire right hand on the can opener']]
   476; grasp_vlm_dataset/bowl_ball10_jpg.rf.53fee0c34ffb86eecf0c047e1ac149d0.jpg    ; {'index': [0.1759058074951172, 0.18768852233886718, 0.738673828125, 0.9372396850585938], 'thumb': [0.1759058074951172, 0.18768852233886718, 0.738673828125, 0.9372396850585938]}             ; {'index': {'x_1': 0.586, 'y_1': 0.38, 'x_2': 0.683, 'y_2': 0.641}, 'thumb': {'x_1': 0.321, 'y_1': 0.814, 'x_2': 0.4065, 'y_2': 0.94}}     ; {'index': 0.0600180040919678, 'thumb': 0.0249656619311792}     ; [['Best placement for the index finger on the bowling ball'], ['Best placement for the thumb finger on the bowling ball']]
   477; grasp_vlm_dataset/chainsaw18_jpg.rf.73ed9eda513232d53ac9c49dd761bf02.jpg     ; {'left': [0.24330850219726563, 0.2370476837158203, 0.984171875, 0.9404803466796875], 'right': [0.19449755859375, 0.43930413818359376, 0.4895794372558594, 0.7946629028320312]}               ; {'left': {'x_1': 0.203, 'y_1': 0.589, 'x_2': 0.323, 'y_2': 0.7615}, 'right': {'x_1': 0.317, 'y_1': 0.307, 'x_2': 0.496, 'y_2': 0.5595}}   ; {'left': 0.02603060943198077, 'right': 0.1604104623170357}     ; [['Best placement near the green star for the entire left hand on the chainsaw'], ['Best placement for the entire right hand on the chainsaw']]
   478; grasp_vlm_dataset/scissors1_jpg.rf.f94c99912c0dbe806bd9163c2e82910a.jpg      ; {'index': [0.002590465545654297, 0.26515444946289063, 0.6615308837890626, 0.7353847045898437], 'thumb': [0.002590465545654297, 0.26515444946289063, 0.6615308837890626, 0.7353847045898437]} ; {'thumb': {'x_1': 0.136, 'y_1': 0.307, 'x_2': 0.3345, 'y_2': 0.438}, 'index': {'x_1': 0.046, 'y_1': 0.559, 'x_2': 0.4055, 'y_2': 0.6985}} ; {'index': 0.16185137244996992, 'thumb': 0.08392185808650593}   ; [['Best placement for the index finger on the pair of scissors'], ['Best placement for the thumb finger on the pair of scissors']]
   479; grasp_vlm_dataset/wacker_15_jpg.rf.3519ffbcc32b18b3ce3e81a219b3be1e.jpg      ; {'index': [0.16338449096679689, 0.2600877685546875, 0.9114900512695312, 0.9858435668945312]}                                                                                                 ; {'index': {'x_1': 0.595, 'y_1': 0.49, 'x_2': 0.6295, 'y_2': 0.5155}}                                                                      ; {'index': 0.0016203389754308778}                               ; [['Best placement for the index finger on the weed wacker']]
   480; grasp_vlm_dataset/shovel1_jpg.rf.3a96b405cb30873a37faf65b8e32223d.jpg        ; {'left': [0.14318966674804687, 0.188051513671875, 0.8280098266601562, 0.936979248046875], 'right': [0.14318966674804687, 0.188051513671875, 0.8280098266601562, 0.936979248046875]}          ; {'left': {'x_1': 0.495, 'y_1': 0.175, 'x_2': 0.7585, 'y_2': 0.6725}, 'right': {'x_1': 0.75, 'y_1': 0.03, 'x_2': 0.836, 'y_2': 0.055}}     ; {'left': 0.24723466970304236, 'right': 0.0}                    ; [['Best placement for the entire left hand on the shovel'], ['Best placement near the green star for the entire right hand on the shovel']]
   481; grasp_vlm_dataset/glue_5_jpg.rf.cdc0843fe348f5d3f7bb71e62b5a58d6.jpg         ; {'index': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                              ; {'index': {'x_1': 0.553, 'y_1': 0.512, 'x_2': 0.591, 'y_2': 0.6595}}                                                                      ; {'index': 0.0}                                                 ; [['Best placement for the index finger on the glue gun']]
   482; grasp_vlm_dataset/vertical_bar12_jpg.rf.840fc3b081b9c5f5763b5aa2385ab91d.jpg ; {'hand': [0.06627809906005859, 0.13792262268066408, 0.7640387573242188, 0.886962646484375]}                                                                                                  ; {'handle': {'x_1': 0.342, 'y_1': 0.614, 'x_2': 0.3575, 'y_2': 0.7175}}                                                                    ; {'hand': 0.003069449868805897}                                 ; [['Best placement for the entire hand on the door with a vertical bar handle']]
   483; grasp_vlm_dataset/scissors11_jpg.rf.4205e0d1b567a08f8d153e836b74d52c.jpg     ; {'index': [0.15601615905761718, 0.2315980224609375, 0.852240966796875, 0.7601114501953125], 'thumb': [0.15601615905761718, 0.2315980224609375, 0.852240966796875, 0.7601114501953125]}       ; {'thumb': {'x_1': 0.728, 'y_1': 0.402, 'x_2': 0.8155, 'y_2': 0.459}, 'index': {'x_1': 0.612, 'y_1': 0.273, 'x_2': 0.776, 'y_2': 0.3895}}  ; {'index': 0.05192353521643874, 'thumb': 0.013554309216580563}  ; [['Best placement for the index finger on the pair of scissors'], ['Best placement for the thumb finger on the pair of scissors']]
   484; grasp_vlm_dataset/rnd_door20_jpg.rf.a7483b7c60582fb7155e4989d2daef4b.jpg     ; {'hand': [0.19173757934570312, 0.16250300598144532, 0.9018538818359375, 0.8861627807617187]}                                                                                                 ; {'handle': {'x_1': 0.731, 'y_1': 0.704, 'x_2': 0.808, 'y_2': 0.803}}                                                                      ; {'hand': 0.014834127381754004}                                 ; [['Best placement for the entire hand on the door with a round handle']]
   485; grasp_vlm_dataset/allen_8_jpg.rf.ad95aceb5e1ad9aa1fbd86b0816a5d98.jpg        ; {'hand': [0.20828987121582032, 0.18189938354492188, 0.53508447265625, 0.4806426696777344]}                                                                                                   ; {'handle': {'x_1': 0.173, 'y_1': 0.153, 'x_2': 0.565, 'y_2': 0.473}}                                                                      ; {'hand': 0.743566570202238}                                    ; [['Best placement for the entire hand on the allen key']]
   486; grasp_vlm_dataset/shovel19_jpg.rf.a2964bd1e7fc869ba29787936e682b18.jpg       ; {'left': [0.167103515625, 0.1379556427001953, 0.8792100830078124, 0.8869429931640626], 'right': [0.167103515625, 0.1379556427001953, 0.8792100830078124, 0.8869429931640626]}                ; {'right': {'x_1': 0.297, 'y_1': 0.228, 'x_2': 0.48, 'y_2': 0.5655}, 'left': {'x_1': 0.195, 'y_1': 0.055, 'x_2': 0.318, 'y_2': 0.089}}     ; {'left': 0.0, 'right': 0.11579915566896254}                    ; [['Best placement near the green star for the entire left hand on the shovel'], ['Best placement for the entire right hand on the shovel']]
   487; grasp_vlm_dataset/scissors16_jpg.rf.276a42adaff00f500ccdeb98d007a7e3.jpg     ; {'index': [0.18211004638671874, 0.3764313659667969, 0.8311569213867187, 0.8341472778320312], 'thumb': [0.18230035400390626, 0.37488409423828123, 0.8339117431640625, 0.8363026733398438]}    ; {'thumb': {'x_1': 0.273, 'y_1': 0.404, 'x_2': 0.336, 'y_2': 0.5115}, 'index': {'x_1': 0.202, 'y_1': 0.691, 'x_2': 0.384, 'y_2': 0.8035}}  ; {'index': 0.06892104232326589, 'thumb': 0.022525024380680624}  ; [['Best placement for the index finger on the pair of scissors'], ['Best placement for the thumb finger on the pair of scissors']]
   488; grasp_vlm_dataset/bot_rnd9_jpg.rf.6e71491f10922a9107c3fe8ec84c8f69.jpg       ; {'hand': [0.08796263122558594, 0.18804074096679688, 0.8367838134765625, 0.9067445678710937]}                                                                                                 ; {'handle': {'x_1': 0.477, 'y_1': 0.699, 'x_2': 0.532, 'y_2': 0.74}}                                                                       ; {'hand': 0.00419004288377941}                                  ; [['Best placement for the entire hand on the bottom drawer with a round handle']]
